,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1587929948757,9,"{'10-20': 6.4, '0-10': 5.800000000000001}","{'10-20': 418.79999999999995, '0-10': 302.7}","{'10-20': 489.5, '0-10': 309.3}","{'10-20': -0.8999999999999997, '0-10': -0.19999999999999962}","{'10-20': -19.799999999999983, '0-10': 22.199999999999974}","{'10-20': 657.9000000000001, '0-10': 292.3}","{'10-20': -346, '0-10': -85.89999999999999}",DUO_CARRY,BOTTOM,Kog'Maw,Flex,1,5.800000000000001,6.4,,,302.7,418.79999999999995,,,309.3,489.5,,,292.3,657.9000000000001,,,-0.19999999999999962,-0.8999999999999997,,,22.199999999999974,-19.799999999999983,,,-85.89999999999999,-346,,,1587929948757,4.0
1587925337533,4,"{'10-20': 5.7, '0-10': 6.5, '30-end': 6, '20-30': 4.6}","{'10-20': 404.4, '0-10': 309.1, '30-end': 433.1, '20-30': 491.70000000000005}","{'10-20': 376.2, '0-10': 288.4, '30-end': 456.7, '20-30': 490.2}",,,"{'10-20': 731.8, '0-10': 344.7, '30-end': 975.2, '20-30': 1009.2}",,SOLO,BOTTOM,Kog'Maw,Flex,1,6.5,5.7,4.6,6,309.1,404.4,491.70000000000005,433.1,288.4,376.2,490.2,456.7,344.7,731.8,1009.2,975.2,,,,,,,,,,,,,1587925337533,4.0
1587921305303,4,"{'10-20': 8.1, '0-10': 7.2, '30-end': 8.8, '20-30': 5.4}","{'10-20': 449.90000000000003, '0-10': 308.4, '30-end': 851.4, '20-30': 363.1}","{'10-20': 627.9, '0-10': 280.9, '30-end': 806.4, '20-30': 300.20000000000005}",,,"{'10-20': 488.6, '0-10': 289.70000000000005, '30-end': 998.6, '20-30': 839}",,SOLO,BOTTOM,Varus,Flex,1,7.2,8.1,5.4,8.8,308.4,449.90000000000003,363.1,851.4,280.9,627.9,300.20000000000005,806.4,289.70000000000005,488.6,839,998.6,,,,,,,,,,,,,1587921305303,4.0
1587919477546,4,{'0-10': 7.4},{'0-10': 329.6},{'0-10': 364.3},{'0-10': -0.28000000000000047},{'0-10': -12.679999999999893},{'0-10': 342.7},{'0-10': 59.94},DUO,NONE,Varus,Flex,1,7.4,,,,329.6,,,,364.3,,,,342.7,,,,-0.28000000000000047,,,,-12.679999999999893,,,,59.94,,,,1587919477546,4.0
1587751420490,4,"{'10-20': 5.4, '0-10': 5.7}","{'10-20': 399.7, '0-10': 318.20000000000005}","{'10-20': 387.2, '0-10': 328}",,,"{'10-20': 1284, '0-10': 609.5}",,DUO,MIDDLE,Sett,Flex,1,5.7,5.4,,,318.20000000000005,399.7,,,328,387.2,,,609.5,1284,,,,,,,,,,,,,,,1587751420490,4.0
1587749229020,9,"{'10-20': 7.7, '0-10': 4.2}","{'10-20': 424.6, '0-10': 267.5}","{'10-20': 340.8, '0-10': 217}",,,"{'10-20': 682.2, '0-10': 276.6}",,DUO_CARRY,BOTTOM,Xayah,Flex,1,4.2,7.7,,,267.5,424.6,,,217,340.8,,,276.6,682.2,,,,,,,,,,,,,,,1587749229020,4.0
1587325252435,4,"{'10-20': 6.5, '0-10': 6.3}","{'10-20': 333.6, '0-10': 327.2}","{'10-20': 283.6, '0-10': 224.6}",,,"{'10-20': 607.3, '0-10': 223.1}",,SOLO,BOTTOM,Ezreal,Flex,1,6.3,6.5,,,327.2,333.6,,,224.6,283.6,,,223.1,607.3,,,,,,,,,,,,,,,1587325252435,3.0
1587321212861,9,"{'10-20': 6.1, '0-10': 7.7, '20-30': 6.300000000000001}","{'10-20': 372.1, '0-10': 341, '20-30': 543.6}","{'10-20': 376.79999999999995, '0-10': 370.4, '20-30': 449.79999999999995}",,,"{'10-20': 552.4000000000001, '0-10': 303.5, '20-30': 670.2}",,DUO,TOP,Xayah,Flex,1,7.7,6.1,6.300000000000001,,341,372.1,543.6,,370.4,376.79999999999995,449.79999999999995,,303.5,552.4000000000001,670.2,,,,,,,,,,,,,,1587321212861,3.0
1587155795828,4,"{'10-20': 5.4, '0-10': 4.699999999999999, '30-end': 4.4, '20-30': 2.8}","{'10-20': 418.9, '0-10': 313.3, '30-end': 276.8, '20-30': 479.4}","{'10-20': 434.20000000000005, '0-10': 232.2, '30-end': 280, '20-30': 450.3}",,,"{'10-20': 606.8, '0-10': 257.5, '30-end': 780.4, '20-30': 849.5999999999999}",,SOLO,BOTTOM,Kai'Sa,Flex,1,4.699999999999999,5.4,2.8,4.4,313.3,418.9,479.4,276.8,232.2,434.20000000000005,450.3,280,257.5,606.8,849.5999999999999,780.4,,,,,,,,,,,,,1587155795828,3.0
1587148864781,9,"{'10-20': 8.2, '0-10': 6.8, '30-end': 6.5, '20-30': 7.800000000000001}","{'10-20': 570.9000000000001, '0-10': 294.3, '30-end': 723.8, '20-30': 503.6}","{'10-20': 448.7, '0-10': 356.1, '30-end': 665.5, '20-30': 466.5}",,,"{'10-20': 518.3, '0-10': 280.5, '30-end': 835, '20-30': 694.3}",,DUO,TOP,Xayah,Flex,1,6.8,8.2,7.800000000000001,6.5,294.3,570.9000000000001,503.6,723.8,356.1,448.7,466.5,665.5,280.5,518.3,694.3,835,,,,,,,,,,,,,1587148864781,3.0
1587143877201,9,"{'10-20': 8.399999999999999, '0-10': 6.5, '30-end': 5.8, '20-30': 3.8}","{'10-20': 460.9, '0-10': 287.5, '30-end': 624.7333333333332, '20-30': 442.9}","{'10-20': 384.2, '0-10': 242.3, '30-end': 458.3333333333333, '20-30': 319.4}","{'10-20': 1.1499999999999992, '0-10': 1.25, '30-end': 1.3333333333333333, '20-30': -0.5000000000000002}","{'10-20': 12.5, '0-10': 47.89999999999999, '30-end': 150.1333333333334, '20-30': -252.85000000000002}","{'10-20': 358.8, '0-10': 335.5, '30-end': 1418.2666666666664, '20-30': 962.5999999999999}","{'10-20': -30.849999999999994, '0-10': -26.34999999999998, '30-end': 578.6333333333333, '20-30': 329.34999999999997}",DUO_CARRY,BOTTOM,Xayah,Flex,1,6.5,8.399999999999999,3.8,5.8,287.5,460.9,442.9,624.7333333333332,242.3,384.2,319.4,458.3333333333333,335.5,358.8,962.5999999999999,1418.2666666666664,1.25,1.1499999999999992,-0.5000000000000002,1.3333333333333333,47.89999999999999,12.5,-252.85000000000002,150.1333333333334,-26.34999999999998,-30.849999999999994,329.34999999999997,578.6333333333333,1587143877201,3.0
1586977789876,4,"{'10-20': 6.9, '0-10': 6, '30-end': 3.8, '20-30': 6.5}","{'10-20': 400.20000000000005, '0-10': 390.5, '30-end': 554.2, '20-30': 483.1}","{'10-20': 379.5, '0-10': 293.5, '30-end': 350.2, '20-30': 394.1}","{'10-20': 2.1999999999999997, '0-10': -2.3, '30-end': -2.6000000000000005, '20-30': -1.1}","{'10-20': -45.900000000000006, '0-10': -89.19999999999999, '30-end': -8.599999999999909, '20-30': 25.600000000000023}","{'10-20': 528.3, '0-10': 443.1, '30-end': 1531.4, '20-30': 478.4}","{'10-20': 56.99999999999997, '0-10': 297.2, '30-end': 999.6000000000001, '20-30': -29.600000000000023}",SOLO,MIDDLE,Morgana,Flex,1,6,6.9,6.5,3.8,390.5,400.20000000000005,483.1,554.2,293.5,379.5,394.1,350.2,443.1,528.3,478.4,1531.4,-2.3,2.1999999999999997,-1.1,-2.6000000000000005,-89.19999999999999,-45.900000000000006,25.600000000000023,-8.599999999999909,297.2,56.99999999999997,-29.600000000000023,999.6000000000001,1586977789876,3.0
1586974385991,4,"{'10-20': 7.4, '0-10': 5.7, '20-30': 8.7}","{'10-20': 348.70000000000005, '0-10': 254.20000000000002, '20-30': 530.2}","{'10-20': 367.79999999999995, '0-10': 232, '20-30': 404.2}",,,"{'10-20': 511.1, '0-10': 293.7, '20-30': 739.8}",,SOLO,BOTTOM,Xayah,Flex,1,5.7,7.4,8.7,,254.20000000000002,348.70000000000005,530.2,,232,367.79999999999995,404.2,,293.7,511.1,739.8,,,,,,,,,,,,,,1586974385991,3.0
