,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1586971499005,4,"{'10-20': 6.3, '0-10': 6.1, '30-end': 10.6, '20-30': 7.8}","{'10-20': 390.09999999999997, '0-10': 293.8, '30-end': 1059.8, '20-30': 618.9000000000001}","{'10-20': 328.9, '0-10': 309, '30-end': 973.8, '20-30': 466.8}","{'10-20': -0.8000000000000003, '0-10': -0.44999999999999973, '30-end': 3.8999999999999995, '20-30': 0.8500000000000001}","{'10-20': -169.8, '0-10': -0.049999999999968736, '30-end': 511.5999999999999, '20-30': 96.25}","{'10-20': 569.1, '0-10': 249.2, '30-end': 1227.6, '20-30': 551.9}","{'10-20': 225.50000000000006, '0-10': 97.10000000000001, '30-end': -422.0999999999999, '20-30': 72.1}",DUO_CARRY,BOTTOM,Xayah,Flex,1,6.1,6.3,7.8,10.6,293.8,390.09999999999997,618.9000000000001,1059.8,309,328.9,466.8,973.8,249.2,569.1,551.9,1227.6,-0.44999999999999973,-0.8000000000000003,0.8500000000000001,3.8999999999999995,-0.049999999999968736,-169.8,96.25,511.5999999999999,97.10000000000001,225.50000000000006,72.1,-422.0999999999999,1586971499005,3.0
1586373361205,9,"{'10-20': 7.3, '0-10': 7.5, '30-end': 6.2, '20-30': 5.6}","{'10-20': 425.5, '0-10': 336.4, '30-end': 448.6, '20-30': 432.7}","{'10-20': 446.09999999999997, '0-10': 298.8, '30-end': 512.2, '20-30': 416.9}",,,"{'10-20': 620.2, '0-10': 197.3, '30-end': 1569.2, '20-30': 703.6}",,DUO_CARRY,BOTTOM,Aphelios,Flex,1,7.5,7.3,5.6,6.2,336.4,425.5,432.7,448.6,298.8,446.09999999999997,416.9,512.2,197.3,620.2,703.6,1569.2,,,,,,,,,,,,,1586373361205,2.0
1586370832163,4,{'0-10': 5.699999999999999},{'0-10': 284.5},{'0-10': 304.9},{'0-10': 0.16000000000000103},{'0-10': 7.999999999999972},{'0-10': 381.3},{'0-10': 27.760000000000076},DUO_SUPPORT,NONE,Aphelios,Flex,1,5.699999999999999,,,,284.5,,,,304.9,,,,381.3,,,,0.16000000000000103,,,,7.999999999999972,,,,27.760000000000076,,,,1586370832163,2.0
1586203784321,9,"{'10-20': 6.3, '0-10': 5.4}","{'10-20': 416.9, '0-10': 300.20000000000005}","{'10-20': 413.29999999999995, '0-10': 297.6}","{'10-20': 6.661338147750939e-16, '0-10': -0.5499999999999998}","{'10-20': 74.95000000000002, '0-10': 2.600000000000037}","{'10-20': 618.6, '0-10': 371}","{'10-20': 34.5, '0-10': -26.400000000000034}",DUO_CARRY,BOTTOM,Aphelios,Flex,1,5.4,6.3,,,300.20000000000005,416.9,,,297.6,413.29999999999995,,,371,618.6,,,-0.5499999999999998,6.661338147750939e-16,,,2.600000000000037,74.95000000000002,,,-26.400000000000034,34.5,,,1586203784321,2.0
1586199549069,9,"{'10-20': 5.4, '0-10': 7.800000000000001, '30-end': 3.6, '20-30': 5.1}","{'10-20': 452.4, '0-10': 313.6, '30-end': 485, '20-30': 343.8}","{'10-20': 507.3, '0-10': 268.1, '30-end': 398.8, '20-30': 341.4}","{'10-20': -1.4999999999999998, '0-10': 1.7500000000000002, '30-end': -2, '20-30': 0.050000000000000044}","{'10-20': -41.349999999999966, '0-10': 25.900000000000034, '30-end': -192.89999999999992, '20-30': -65.30000000000004}","{'10-20': 518.2, '0-10': 333.6, '30-end': 1143.6, '20-30': 652.3}","{'10-20': 299.95, '0-10': 180.05000000000004, '30-end': 749.4999999999998, '20-30': 560.75}",DUO_CARRY,BOTTOM,Aphelios,Flex,1,7.800000000000001,5.4,5.1,3.6,313.6,452.4,343.8,485,268.1,507.3,341.4,398.8,333.6,518.2,652.3,1143.6,1.7500000000000002,-1.4999999999999998,0.050000000000000044,-2,25.900000000000034,-41.349999999999966,-65.30000000000004,-192.89999999999992,180.05000000000004,299.95,560.75,749.4999999999998,1586199549069,2.0
1586196841996,9,"{'10-20': 6.699999999999999, '0-10': 5.699999999999999, '20-30': 4.800000000000001}","{'10-20': 384.9, '0-10': 256.5, '20-30': 589.1}","{'10-20': 439.4, '0-10': 281.3, '20-30': 385.3}",,,"{'10-20': 678, '0-10': 415.29999999999995, '20-30': 532.5}",,DUO_CARRY,BOTTOM,Aphelios,Flex,1,5.699999999999999,6.699999999999999,4.800000000000001,,256.5,384.9,589.1,,281.3,439.4,385.3,,415.29999999999995,678,532.5,,,,,,,,,,,,,,1586196841996,2.0
1585771594947,4,"{'10-20': 4.7, '0-10': 6.199999999999999}","{'10-20': 414.9, '0-10': 299}","{'10-20': 353, '0-10': 326.2}","{'10-20': 4.4, '0-10': 5.3}","{'10-20': 110.4, '0-10': 71.1}","{'10-20': 488.6, '0-10': 323.9}","{'10-20': -378.6, '0-10': -64.3}",SOLO,BOTTOM,Varus,Flex,1,6.199999999999999,4.7,,,299,414.9,,,326.2,353,,,323.9,488.6,,,5.3,4.4,,,71.1,110.4,,,-64.3,-378.6,,,1585771594947,1.0
1585767664063,9,"{'10-20': 7.4, '0-10': 8, '20-30': 5.4}","{'10-20': 540.9, '0-10': 310.7, '20-30': 528.2}","{'10-20': 562.5, '0-10': 266.9, '20-30': 458}","{'10-20': -1.2999999999999998, '0-10': 0.19999999999999996, '20-30': -0.95}","{'10-20': 117.20000000000002, '0-10': -12.700000000000017, '20-30': 87.30000000000001}","{'10-20': 803.2, '0-10': 228.7, '20-30': 892.5}","{'10-20': 232.80000000000007, '0-10': 72.2, '20-30': 181.94999999999996}",DUO_CARRY,BOTTOM,Lucian,Flex,1,8,7.4,5.4,,310.7,540.9,528.2,,266.9,562.5,458,,228.7,803.2,892.5,,0.19999999999999996,-1.2999999999999998,-0.95,,-12.700000000000017,117.20000000000002,87.30000000000001,,72.2,232.80000000000007,181.94999999999996,,1585767664063,1.0
1585692025461,5,"{'10-20': 4.8, '0-10': 5.2}","{'10-20': 379, '0-10': 303}","{'10-20': 314.9, '0-10': 270.3}",,,"{'10-20': 601.4000000000001, '0-10': 325.4}",,DUO_CARRY,BOTTOM,Aphelios,Flex,1,5.2,4.8,,,303,379,,,270.3,314.9,,,325.4,601.4000000000001,,,,,,,,,,,,,,,1585692025461,1.0
1585689486193,10,"{'10-20': 7.3, '0-10': 7.1}","{'10-20': 464.2, '0-10': 319.9}","{'10-20': 471.9, '0-10': 247.1}","{'10-20': 0.1499999999999999, '0-10': -0.15000000000000036}","{'10-20': 3.1999999999999886, '0-10': 15.399999999999963}","{'10-20': 625.4, '0-10': 287}","{'10-20': -13.650000000000034, '0-10': -12.299999999999997}",DUO_CARRY,BOTTOM,Miss Fortune,Flex,1,7.1,7.3,,,319.9,464.2,,,247.1,471.9,,,287,625.4,,,-0.15000000000000036,0.1499999999999999,,,15.399999999999963,3.1999999999999886,,,-12.299999999999997,-13.650000000000034,,,1585689486193,1.0
1585686822564,10,"{'10-20': 5.6, '0-10': 7, '30-end': 5, '20-30': 5.9}","{'10-20': 372.6, '0-10': 340.29999999999995, '30-end': 557.4, '20-30': 674.6}","{'10-20': 314.3, '0-10': 309.2, '30-end': 582.4, '20-30': 432.8}","{'10-20': -0.8500000000000001, '0-10': 0.10000000000000009, '30-end': -2.2, '20-30': 1.35}","{'10-20': -100.64999999999995, '0-10': -16.5, '30-end': 51.99999999999994, '20-30': 167.04999999999998}","{'10-20': 492.7, '0-10': 231, '30-end': 1038.2, '20-30': 904.1}","{'10-20': -116.30000000000007, '0-10': -71.94999999999999, '30-end': -118, '20-30': -127.24999999999994}",DUO_CARRY,BOTTOM,Ezreal,Flex,1,7,5.6,5.9,5,340.29999999999995,372.6,674.6,557.4,309.2,314.3,432.8,582.4,231,492.7,904.1,1038.2,0.10000000000000009,-0.8500000000000001,1.35,-2.2,-16.5,-100.64999999999995,167.04999999999998,51.99999999999994,-71.94999999999999,-116.30000000000007,-127.24999999999994,-118,1585686822564,1.0
1585600253906,4,{'0-10': 7.6},{'0-10': 341.2},{'0-10': 420.29999999999995},{'0-10': 0.6400000000000003},{'0-10': 39.75999999999996},{'0-10': 135.8},{'0-10': -119.22},DUO_SUPPORT,NONE,Miss Fortune,Flex,1,7.6,,,,341.2,,,,420.29999999999995,,,,135.8,,,,0.6400000000000003,,,,39.75999999999996,,,,-119.22,,,,1585600253906,1.0
1585597442246,4,"{'10-20': 5.800000000000001, '0-10': 6.1}","{'10-20': 399.9, '0-10': 278.1}","{'10-20': 452.5, '0-10': 301.6}","{'10-20': -0.19999999999999996, '0-10': 0.30000000000000027}","{'10-20': 43.19999999999999, '0-10': 18.250000000000043}","{'10-20': 281.4, '0-10': 258.8}","{'10-20': 88.75000000000003, '0-10': 64.89999999999999}",DUO_CARRY,BOTTOM,Aphelios,Flex,1,6.1,5.800000000000001,,,278.1,399.9,,,301.6,452.5,,,258.8,281.4,,,0.30000000000000027,-0.19999999999999996,,,18.250000000000043,43.19999999999999,,,64.89999999999999,88.75000000000003,,,1585597442246,1.0
1585595311731,4,"{'10-20': 5.6, '0-10': 7.1}","{'10-20': 386.29999999999995, '0-10': 328.9}","{'10-20': 394.70000000000005, '0-10': 335.2}","{'10-20': -0.44999999999999996, '0-10': 0.09999999999999987}","{'10-20': -122.9, '0-10': 10.850000000000009}","{'10-20': 899.8, '0-10': 192.70000000000002}","{'10-20': 270.15, '0-10': -96.69999999999999}",DUO_CARRY,BOTTOM,Miss Fortune,Flex,1,7.1,5.6,,,328.9,386.29999999999995,,,335.2,394.70000000000005,,,192.70000000000002,899.8,,,0.09999999999999987,-0.44999999999999996,,,10.850000000000009,-122.9,,,-96.69999999999999,270.15,,,1585595311731,1.0
1585591862770,9,"{'10-20': 6.8999999999999995, '0-10': 7.3, '30-end': 5.8, '20-30': 3.1}","{'10-20': 458.9, '0-10': 293.7, '30-end': 620, '20-30': 381.1}","{'10-20': 511.59999999999997, '0-10': 284.9, '30-end': 520.4, '20-30': 410.9}","{'10-20': -1, '0-10': -0.15000000000000036, '30-end': -0.8000000000000003, '20-30': -0.7999999999999998}","{'10-20': 73.80000000000001, '0-10': -6.6499999999999915, '30-end': -7.099999999999909, '20-30': -165.25000000000003}","{'10-20': 439.1, '0-10': 266.1, '30-end': 588.2, '20-30': 784.3}","{'10-20': 103.4, '0-10': 32.150000000000006, '30-end': -276.9, '20-30': -91.75}",DUO_CARRY,BOTTOM,Miss Fortune,Flex,1,7.3,6.8999999999999995,3.1,5.8,293.7,458.9,381.1,620,284.9,511.59999999999997,410.9,520.4,266.1,439.1,784.3,588.2,-0.15000000000000036,-1,-0.7999999999999998,-0.8000000000000003,-6.6499999999999915,73.80000000000001,-165.25000000000003,-7.099999999999909,32.150000000000006,103.4,-91.75,-276.9,1585591862770,1.0
1590870345884,2,"{'10-20': 5, '0-10': 5.6}","{'10-20': 476.4, '0-10': 233.5}","{'10-20': 508.9, '0-10': 228.5}",,,"{'10-20': 496.9, '0-10': 285.2}",,DUO,MIDDLE,Miss Fortune,Clash,1,5.6,5,,,233.5,476.4,,,228.5,508.9,,,285.2,496.9,,,,,,,,,,,,,,,1590870345884,9.0
1590867605744,2,"{'10-20': 6.4, '0-10': 5.1, '20-30': 3.6}","{'10-20': 408, '0-10': 240.8, '20-30': 444.5}","{'10-20': 374, '0-10': 246.8, '20-30': 338.6}",,,"{'10-20': 879.8, '0-10': 493.7, '20-30': 986.4}",,DUO_SUPPORT,MIDDLE,Maokai,Clash,1,5.1,6.4,3.6,,240.8,408,444.5,,246.8,374,338.6,,493.7,879.8,986.4,,,,,,,,,,,,,,1590867605744,9.0
1590864378256,2,"{'10-20': 8, '0-10': 5.5, '30-end': 8.8, '20-30': 5.6}","{'10-20': 384.6, '0-10': 304.7, '30-end': 812, '20-30': 452.5}","{'10-20': 312.70000000000005, '0-10': 249.3, '30-end': 751.2, '20-30': 320.6}","{'10-20': -1.5500000000000003, '0-10': -1.7499999999999996, '30-end': 2.1, '20-30': -0.7000000000000002}","{'10-20': -64.80000000000001, '0-10': -17.150000000000006, '30-end': 202.4000000000001, '20-30': -3.1000000000000227}","{'10-20': 441, '0-10': 292.7, '30-end': 755, '20-30': 546.7}","{'10-20': 42.04999999999999, '0-10': 2.8000000000000043, '30-end': -488, '20-30': -100.64999999999998}",DUO_CARRY,BOTTOM,Ezreal,Clash,1,5.5,8,5.6,8.8,304.7,384.6,452.5,812,249.3,312.70000000000005,320.6,751.2,292.7,441,546.7,755,-1.7499999999999996,-1.5500000000000003,-0.7000000000000002,2.1,-17.150000000000006,-64.80000000000001,-3.1000000000000227,202.4000000000001,2.8000000000000043,42.04999999999999,-100.64999999999998,-488,1590864378256,9.0
1589140996602,2,"{'10-20': 5.4, '0-10': 5.5}","{'10-20': 366.6, '0-10': 319.1}","{'10-20': 375.5, '0-10': 252.39999999999998}","{'10-20': -2.25, '0-10': -1.4999999999999998}","{'10-20': 3.3000000000000114, '0-10': 0.10000000000002274}","{'10-20': 421.6, '0-10': 248.6}","{'10-20': -55.45000000000002, '0-10': -26.950000000000017}",DUO_CARRY,BOTTOM,Varus,Clash,1,5.5,5.4,,,319.1,366.6,,,252.39999999999998,375.5,,,248.6,421.6,,,-1.4999999999999998,-2.25,,,0.10000000000002274,3.3000000000000114,,,-26.950000000000017,-55.45000000000002,,,1589140996602,6.0
1589138367186,2,"{'10-20': 6.4, '0-10': 4.800000000000001}","{'10-20': 301.3, '0-10': 247.39999999999998}","{'10-20': 354, '0-10': 195.60000000000002}","{'10-20': 0.6000000000000001, '0-10': -1.2499999999999998}","{'10-20': -68.94999999999997, '0-10': -56.95000000000003}","{'10-20': 592.9, '0-10': 273}","{'10-20': -10.549999999999983, '0-10': 27.85}",DUO_CARRY,BOTTOM,Kog'Maw,Clash,1,4.800000000000001,6.4,,,247.39999999999998,301.3,,,195.60000000000002,354,,,273,592.9,,,-1.2499999999999998,0.6000000000000001,,,-56.95000000000003,-68.94999999999997,,,27.85,-10.549999999999983,,,1589138367186,6.0
1589135516207,7,"{'10-20': 7.5, '0-10': 7.800000000000001, '20-30': 5.3}","{'10-20': 357.6, '0-10': 308.29999999999995, '20-30': 498.4}","{'10-20': 362.1, '0-10': 267, '20-30': 369.5}","{'10-20': -0.8, '0-10': -1.15, '20-30': 0.6499999999999999}","{'10-20': -0.6000000000000227, '0-10': -1.299999999999983, '20-30': 139.85000000000002}","{'10-20': 221.79999999999998, '0-10': 242.79999999999998, '20-30': 514.3}","{'10-20': -101.8, '0-10': 14.249999999999979, '20-30': -17.69999999999999}",DUO_CARRY,BOTTOM,Tristana,Clash,1,7.800000000000001,7.5,5.3,,308.29999999999995,357.6,498.4,,267,362.1,369.5,,242.79999999999998,221.79999999999998,514.3,,-1.15,-0.8,0.6499999999999999,,-1.299999999999983,-0.6000000000000227,139.85000000000002,,14.249999999999979,-101.8,-17.69999999999999,,1589135516207,6.0
1589055736480,2,"{'10-20': 8.4, '0-10': 6.9, '20-30': 4.5}","{'10-20': 478.5, '0-10': 256.6, '20-30': 427.2}","{'10-20': 351.4, '0-10': 232.5, '20-30': 275.4}","{'10-20': -1.1500000000000001, '0-10': -1.2999999999999998, '20-30': -1.5999999999999999}","{'10-20': -10.200000000000017, '0-10': -63.44999999999999, '20-30': 1.3500000000000227}","{'10-20': 252, '0-10': 188, '20-30': 721.9000000000001}","{'10-20': -84.99999999999997, '0-10': -35.29999999999999, '20-30': -209.0999999999999}",DUO_CARRY,BOTTOM,Varus,Clash,1,6.9,8.4,4.5,,256.6,478.5,427.2,,232.5,351.4,275.4,,188,252,721.9000000000001,,-1.2999999999999998,-1.1500000000000001,-1.5999999999999999,,-63.44999999999999,-10.200000000000017,1.3500000000000227,,-35.29999999999999,-84.99999999999997,-209.0999999999999,,1589055736480,6.0
1589052690913,2,"{'10-20': 7.699999999999999, '0-10': 6.6, '30-end': 4, '20-30': 6.6}","{'10-20': 358.9, '0-10': 303.4, '30-end': 572, '20-30': 560.3}","{'10-20': 444.8, '0-10': 228.1, '30-end': 493.2, '20-30': 475.4}","{'10-20': -0.75, '0-10': -1.4499999999999997, '30-end': -4.1, '20-30': 0.15000000000000036}","{'10-20': -32.500000000000014, '0-10': -9.450000000000003, '30-end': 121.10000000000002, '20-30': 162.3}","{'10-20': 402.6, '0-10': 270.2, '30-end': 2.2, '20-30': 756.9}","{'10-20': -182.95000000000002, '0-10': 47.999999999999986, '30-end': -166.6, '20-30': -88.60000000000002}",DUO_CARRY,BOTTOM,Tristana,Clash,1,6.6,7.699999999999999,6.6,4,303.4,358.9,560.3,572,228.1,444.8,475.4,493.2,270.2,402.6,756.9,2.2,-1.4499999999999997,-0.75,0.15000000000000036,-4.1,-9.450000000000003,-32.500000000000014,162.3,121.10000000000002,47.999999999999986,-182.95000000000002,-88.60000000000002,-166.6,1589052690913,6.0
1589049437318,2,"{'10-20': 5.6, '0-10': 7, '20-30': 4.2}","{'10-20': 325.79999999999995, '0-10': 252.7, '20-30': 544.4}","{'10-20': 280.20000000000005, '0-10': 243.5, '20-30': 462.7}","{'10-20': -1.05, '0-10': -0.4500000000000002, '20-30': -0.5999999999999999}","{'10-20': 2.5000000000000284, '0-10': -62, '20-30': 222.39999999999998}","{'10-20': 242.10000000000002, '0-10': 192.5, '20-30': 516.3}","{'10-20': -28.5, '0-10': -31.349999999999994, '20-30': -134.9}",DUO_CARRY,BOTTOM,Xayah,Clash,1,7,5.6,4.2,,252.7,325.79999999999995,544.4,,243.5,280.20000000000005,462.7,,192.5,242.10000000000002,516.3,,-0.4500000000000002,-1.05,-0.5999999999999999,,-62,2.5000000000000284,222.39999999999998,,-31.349999999999994,-28.5,-134.9,,1589049437318,6.0
1586724328573,1,"{'10-20': 6.5, '0-10': 7, '20-30': 6.6}","{'10-20': 373.4, '0-10': 284, '20-30': 554.4000000000001}","{'10-20': 378.1, '0-10': 374.6, '20-30': 373.79999999999995}",,,"{'10-20': 557, '0-10': 180.5, '20-30': 159.2}",,DUO,MIDDLE,Aphelios,Clash,1,7,6.5,6.6,,284,373.4,554.4000000000001,,374.6,378.1,373.79999999999995,,180.5,557,159.2,,,,,,,,,,,,,,1586724328573,2.0
1586721539361,6,"{'10-20': 5.9, '0-10': 8.4, '20-30': 6.4}","{'10-20': 336.2, '0-10': 310.2, '20-30': 404.9}","{'10-20': 301.70000000000005, '0-10': 262.1, '20-30': 315}",,,"{'10-20': 279.8, '0-10': 57.2, '20-30': 740.5}",,DUO_CARRY,BOTTOM,Miss Fortune,Clash,1,8.4,5.9,6.4,,310.2,336.2,404.9,,262.1,301.70000000000005,315,,57.2,279.8,740.5,,,,,,,,,,,,,,1586721539361,2.0
1586718333115,1,"{'10-20': 9.1, '0-10': 7.300000000000001, '30-end': 4.2, '20-30': 5.7}","{'10-20': 462.5, '0-10': 300.1, '30-end': 778, '20-30': 506.6}","{'10-20': 376.1, '0-10': 265.6, '30-end': 773, '20-30': 483.79999999999995}","{'10-20': -0.39999999999999947, '0-10': 0.3000000000000005, '30-end': -1.4999999999999996, '20-30': 0.24999999999999978}","{'10-20': 24.200000000000017, '0-10': 15.700000000000017, '30-end': 315.70000000000005, '20-30': 61.400000000000006}","{'10-20': 150.8, '0-10': 226.89999999999998, '30-end': 355, '20-30': 91.6}","{'10-20': -131.8, '0-10': -23.25, '30-end': -972.8, '20-30': -468.59999999999997}",DUO_CARRY,BOTTOM,Miss Fortune,Clash,1,7.300000000000001,9.1,5.7,4.2,300.1,462.5,506.6,778,265.6,376.1,483.79999999999995,773,226.89999999999998,150.8,91.6,355,0.3000000000000005,-0.39999999999999947,0.24999999999999978,-1.4999999999999996,15.700000000000017,24.200000000000017,61.400000000000006,315.70000000000005,-23.25,-131.8,-468.59999999999997,-972.8,1586718333115,2.0
1586634366296,1,"{'10-20': 6.1, '0-10': 7.6, '30-end': 4.133333333333334, '20-30': 3}","{'10-20': 389.7, '0-10': 305.29999999999995, '30-end': 500.5333333333333, '20-30': 207.2}","{'10-20': 464.3, '0-10': 297.4, '30-end': 394.8666666666666, '20-30': 231.6}",,,"{'10-20': 366.1, '0-10': 171.3, '30-end': 1011.5333333333334, '20-30': 815.5999999999999}",,DUO,MIDDLE,Ezreal,Clash,1,7.6,6.1,3,4.133333333333334,305.29999999999995,389.7,207.2,500.5333333333333,297.4,464.3,231.6,394.8666666666666,171.3,366.1,815.5999999999999,1011.5333333333334,,,,,,,,,,,,,1586634366296,2.0
1586631157521,6,"{'10-20': 5.3, '0-10': 8.1, '30-end': 5, '20-30': 2.3}","{'10-20': 334.5, '0-10': 338.5, '30-end': 285.6, '20-30': 325.2}","{'10-20': 374.2, '0-10': 276, '30-end': 301.8, '20-30': 277.20000000000005}",,,"{'10-20': 675.2, '0-10': 147.3, '30-end': 598.2, '20-30': 668.4000000000001}",,DUO_CARRY,BOTTOM,Ashe,Clash,1,8.1,5.3,2.3,5,338.5,334.5,325.2,285.6,276,374.2,277.20000000000005,301.8,147.3,675.2,668.4000000000001,598.2,,,,,,,,,,,,,1586631157521,2.0
1586628450073,6,"{'10-20': 7, '0-10': 6.9}","{'10-20': 448.2, '0-10': 303.4}","{'10-20': 478.7, '0-10': 294.5}",,,"{'10-20': 449.79999999999995, '0-10': 296.6}",,DUO_CARRY,BOTTOM,Miss Fortune,Clash,1,6.9,7,,,303.4,448.2,,,294.5,478.7,,,296.6,449.79999999999995,,,,,,,,,,,,,,,1586628450073,2.0
