,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,championId,queueId,week,counter,gameCreation
1587929948757,8,True,3504,3853,3107,3117,0,2055,3364,1,1,16,0,1,0,1338,0,0,0,0,0,18273,12930,3466,1876,0,5630,3785,1393,451,843,3,3264,4602,2422,29,16,7343,3461,3779,103,7369,6875,3,0,9,0,0,0,162,12,5,0,15,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,439,1244,0,8226,250,258,0,8210,0,0,0,8237,282,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,117,440,5.0,1,1587929948757
1587925337533,3,False,3117,3853,3107,3174,3504,2055,3364,1,7,24,0,1,0,872,0,0,0,0,0,19801,12179,5744,1877,0,9418,7304,1236,877,19437,5,11698,2785,1377,74,23,25162,12096,11479,1585,9904,9750,1,0,9,0,0,0,103,15,8,0,41,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,833,3666,0,8226,250,911,0,8210,0,0,0,8237,325,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,267,440,5.0,1,1587925337533
1587921305303,3,True,3742,3860,3190,3111,3065,2055,3364,5,6,19,2,1,1,312,0,0,0,0,0,48482,30739,11683,6059,0,19079,14414,3326,1338,11201,1,62908,10823,7035,81,40,39521,5611,30637,3272,10970,10225,1,0,31,0,0,0,219,15,11,0,39,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,863,857,0,8446,3285,0,0,8429,67,19,18,8451,226,0,0,8304,9,4,5,8345,3,0,0,8400,8300,5007,5002,5001,223,440,5.0,1,1587921305303
1587919477546,3,True,3742,3860,3111,2055,0,1029,3364,4,2,3,2,1,1,378,0,0,0,0,0,19157,8590,5135,5431,0,5368,3936,1151,280,1016,1,5692,3973,3973,26,20,6322,2027,4295,0,5823,4900,1,0,22,0,0,0,94,9,4,0,9,3,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,537,0,0,8446,1504,0,0,8429,26,18,13,8451,127,0,0,8304,8,1,5,8345,3,0,0,8400,8300,5007,5002,5001,223,440,5.0,1,1587919477546
1587751420490,3,False,3009,3864,3179,1037,3134,2055,3364,2,7,10,0,1,0,345,0,0,0,0,0,16020,0,16012,8,226,10497,0,10497,0,4983,5,6636,485,485,25,37,12738,4477,7697,563,6399,5700,0,0,8,1,0,0,104,11,1,0,10,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,33,0,0,8304,9,0,0,8345,3,0,0,8410,80,0,0,8009,1842,500,0,9104,15,0,0,8300,8000,5008,5008,5002,235,440,4.0,1,1587751420490
1587749229020,8,False,3117,3860,3050,2055,3801,1004,3364,0,7,10,0,0,0,514,0,0,0,0,0,13531,4180,4850,4499,0,4340,2895,1172,272,1379,5,13833,1090,1090,32,21,12175,5264,6546,364,5334,5200,0,0,24,0,0,0,41,10,8,0,16,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2789,0,0,8446,732,0,0,8473,468,0,0,8453,241,347,0,8275,6,0,0,8234,7405,0,0,8400,8200,5008,5008,5002,497,440,4.0,1,1587749229020
1587325252435,3,False,3117,3853,3174,3113,3114,0,3364,2,7,4,2,1,1,419,0,0,0,0,0,20342,17194,2718,429,0,7650,6612,608,429,632,4,7062,850,136,46,16,12221,3163,8279,779,6162,5475,0,0,14,0,0,0,137,10,4,0,23,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,586,317,0,8226,250,136,0,8210,0,0,0,8237,367,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5007,5002,5001,43,440,4.0,1,1587325252435
1587321212861,8,False,3117,3860,2065,3050,3028,1004,3364,4,7,18,2,1,1,491,0,0,0,0,0,28308,10675,9756,7876,0,9312,6137,1979,1195,3929,5,34641,5811,1578,77,39,21905,8797,12348,759,8878,8050,2,0,36,0,0,0,127,13,9,0,37,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,4173,0,0,8446,995,0,0,8473,814,0,0,8242,12,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,497,440,4.0,1,1587321212861
1587155795828,3,False,3009,3857,3190,3050,3109,2055,3364,5,8,19,2,1,2,543,0,0,0,0,0,27906,16538,7022,4345,0,12786,9852,1784,1149,1821,1,27349,4870,2484,67,53,19572,6717,12304,550,10256,8750,1,0,29,4,0,0,145,13,9,0,28,9,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,759,0,0,8446,1251,0,0,8473,385,0,0,8242,11,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,412,440,3.0,1,1587155795828
1587148864781,8,True,2065,3860,3107,3117,3050,2055,3364,3,7,25,0,1,0,477,0,0,0,0,0,34325,13477,11438,9410,0,10330,5320,2498,2511,9393,8,44423,5123,2959,83,33,26453,7827,18477,148,11215,9700,1,0,30,4,0,0,123,17,12,0,47,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,5141,0,0,8446,1652,0,0,8473,1332,0,0,8453,1129,1091,0,8316,631,0,0,8313,0,0,0,8400,8300,5008,5008,5002,497,440,3.0,1,1587148864781
