,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1587929948757,8,"{'10-20': 0.30000000000000004, '0-10': 0.6000000000000001}","{'10-20': 381.20000000000005, '0-10': 285.3}","{'10-20': 287.9, '0-10': 221.3}","{'10-20': -0.8999999999999997, '0-10': -0.19999999999999962}","{'10-20': -19.799999999999983, '0-10': 22.199999999999974}","{'10-20': 332.9, '0-10': 169}","{'10-20': -346, '0-10': -85.89999999999999}",DUO_SUPPORT,BOTTOM,Lulu,Flex,1,0.6000000000000001,0.30000000000000004,,,285.3,381.20000000000005,,,221.3,287.9,,,169,332.9,,,-0.19999999999999962,-0.8999999999999997,,,22.199999999999974,-19.799999999999983,,,-85.89999999999999,-346,,,1587929948757,4.0
1587925337533,3,"{'10-20': 0.30000000000000004, '0-10': 0, '30-end': 0.4, '20-30': 0.2}","{'10-20': 321, '0-10': 244.1, '30-end': 376.3, '20-30': 434.7}","{'10-20': 249.20000000000002, '0-10': 187.8, '30-end': 187.9, '20-30': 279}",,,"{'10-20': 462.9, '0-10': 130.7, '30-end': 752.4, '20-30': 709.0999999999999}",,DUO_SUPPORT,MIDDLE,Nami,Flex,1,0,0.30000000000000004,0.2,0.4,244.1,321,434.7,376.3,187.8,249.20000000000002,279,187.9,130.7,462.9,709.0999999999999,752.4,,,,,,,,,,,,,1587925337533,4.0
1587921305303,3,"{'10-20': 0.8, '0-10': 1.3, '30-end': 1, '20-30': 0.5}","{'10-20': 375.5, '0-10': 278.4, '30-end': 805.2, '20-30': 228.5}","{'10-20': 366.5, '0-10': 202.8, '30-end': 419.6, '20-30': 212.2}",,,"{'10-20': 866.8, '0-10': 411.4, '30-end': 1476.8, '20-30': 1492}",,DUO_SUPPORT,MIDDLE,Tahm Kench,Flex,1,1.3,0.8,0.5,1,278.4,375.5,228.5,805.2,202.8,366.5,212.2,419.6,411.4,866.8,1492,1476.8,,,,,,,,,,,,,1587921305303,4.0
1587919477546,3,{'0-10': 1.2},{'0-10': 321.2},{'0-10': 312.2},{'0-10': -0.28000000000000047},{'0-10': -12.679999999999893},{'0-10': 348.5},{'0-10': 59.94},DUO_SUPPORT,NONE,Tahm Kench,Flex,1,1.2,,,,321.2,,,,312.2,,,,348.5,,,,-0.28000000000000047,,,,-12.679999999999893,,,,59.94,,,,1587919477546,4.0
1587751420490,3,"{'10-20': 0.5, '0-10': 0.2}","{'10-20': 385.5, '0-10': 264.5}","{'10-20': 301.8, '0-10': 232.9}",,,"{'10-20': 528.1, '0-10': 370.1}",,DUO_SUPPORT,MIDDLE,Senna,Flex,1,0.2,0.5,,,264.5,385.5,,,232.9,301.8,,,370.1,528.1,,,,,,,,,,,,,,,1587751420490,4.0
1587749229020,8,"{'10-20': 1.3, '0-10': 1}","{'10-20': 380, '0-10': 200.6}","{'10-20': 263.1, '0-10': 174.5}",,,"{'10-20': 637.5, '0-10': 241.60000000000002}",,DUO_SUPPORT,BOTTOM,Rakan,Flex,1,1,1.3,,,200.6,380,,,174.5,263.1,,,241.60000000000002,637.5,,,,,,,,,,,,,,,1587749229020,4.0
1587325252435,3,"{'10-20': 0.4, '0-10': 0.2}","{'10-20': 306.7, '0-10': 235.8}","{'10-20': 257.20000000000005, '0-10': 155.4}",,,"{'10-20': 345.9, '0-10': 243.89999999999998}",,DUO_SUPPORT,MIDDLE,Karma,Flex,1,0.2,0.4,,,235.8,306.7,,,155.4,257.20000000000005,,,243.89999999999998,345.9,,,,,,,,,,,,,,,1587325252435,3.0
1587321212861,8,"{'10-20': 2.0999999999999996, '0-10': 1.2, '20-30': 0.1}","{'10-20': 266.4, '0-10': 262.7, '20-30': 334.9}","{'10-20': 280.2, '0-10': 254, '20-30': 216}","{'10-20': -3.8000000000000003, '0-10': -4.1, '20-30': -4.5}","{'10-20': -100.5, '0-10': -36.7, '20-30': -290.9}","{'10-20': 501.6, '0-10': 337.7, '20-30': 793.8}","{'10-20': -7.099999999999966, '0-10': -27.900000000000006, '20-30': 72.80000000000001}",SOLO,BOTTOM,Rakan,Flex,1,1.2,2.0999999999999996,0.1,,262.7,266.4,334.9,,254,280.2,216,,337.7,501.6,793.8,,-4.1,-3.8000000000000003,-4.5,,-36.7,-100.5,-290.9,,-27.900000000000006,-7.099999999999966,72.80000000000001,,1587321212861,3.0
1587155795828,3,"{'10-20': 0.7, '0-10': 1.1, '30-end': 0.4, '20-30': 0.8999999999999999}","{'10-20': 386, '0-10': 199.6, '30-end': 98, '20-30': 454.9}","{'10-20': 335.9, '0-10': 188.2, '30-end': 155.8, '20-30': 365.6}",,,"{'10-20': 686, '0-10': 180.1, '30-end': 1016.8, '20-30': 582.4}",,DUO_SUPPORT,MIDDLE,Thresh,Flex,1,1.1,0.7,0.8999999999999999,0.4,199.6,386,454.9,98,188.2,335.9,365.6,155.8,180.1,686,582.4,1016.8,,,,,,,,,,,,,1587155795828,3.0
1587148864781,8,"{'10-20': 1.1, '0-10': 1.1, '30-end': 0.1, '20-30': 0.7}","{'10-20': 352.1, '0-10': 277.7, '30-end': 568.8, '20-30': 401.29999999999995}","{'10-20': 306.5, '0-10': 188.6, '30-end': 256.2, '20-30': 287.8}",,,"{'10-20': 578.6, '0-10': 258, '30-end': 784, '20-30': 868.4000000000001}",,DUO_SUPPORT,TOP,Rakan,Flex,1,1.1,1.1,0.7,0.1,277.7,352.1,401.29999999999995,568.8,188.6,306.5,287.8,256.2,258,578.6,868.4000000000001,784,,,,,,,,,,,,,1587148864781,3.0
1587143877201,8,"{'10-20': 0.9, '0-10': 1.5, '30-end': 0.3333333333333333, '20-30': 0.4}","{'10-20': 300.8, '0-10': 299.5, '30-end': 523, '20-30': 330.1}","{'10-20': 281, '0-10': 160.6, '30-end': 263.1333333333333, '20-30': 200.4}","{'10-20': 1.1499999999999992, '0-10': 1.25, '30-end': 1.3333333333333333, '20-30': -0.5000000000000002}","{'10-20': 12.5, '0-10': 47.89999999999999, '30-end': 150.1333333333334, '20-30': -252.85000000000002}","{'10-20': 415.70000000000005, '0-10': 105.7, '30-end': 1200.4666666666667, '20-30': 930.2}","{'10-20': -30.849999999999994, '0-10': -26.34999999999998, '30-end': 578.6333333333333, '20-30': 329.34999999999997}",DUO_SUPPORT,BOTTOM,Rakan,Flex,1,1.5,0.9,0.4,0.3333333333333333,299.5,300.8,330.1,523,160.6,281,200.4,263.1333333333333,105.7,415.70000000000005,930.2,1200.4666666666667,1.25,1.1499999999999992,-0.5000000000000002,1.3333333333333333,47.89999999999999,12.5,-252.85000000000002,150.1333333333334,-26.34999999999998,-30.849999999999994,329.34999999999997,578.6333333333333,1587143877201,3.0
1586977789876,3,"{'10-20': 1.4, '0-10': 1.4, '30-end': 0.4, '20-30': 2}","{'10-20': 327.1, '0-10': 208, '30-end': 628.4, '20-30': 366.5}","{'10-20': 367.70000000000005, '0-10': 220.2, '30-end': 380.2, '20-30': 467}",,,"{'10-20': 537.9, '0-10': 373.9, '30-end': 875.2, '20-30': 511.6}",,SOLO,BOTTOM,Pyke,Flex,1,1.4,1.4,2,0.4,208,327.1,366.5,628.4,220.2,367.70000000000005,467,380.2,373.9,537.9,511.6,875.2,,,,,,,,,,,,,1586977789876,3.0
