,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,championId,queueId,week,counter,gameCreation
1587932091984,9,True,3124,3153,2421,3006,3085,1038,3363,11,6,8,4,3,3,727,2,1,0,0,0,191101,60741,114166,16195,502,25102,11365,11679,2057,3334,4,16509,24520,10333,39,6,22250,11836,9742,672,14396,12750,2,0,217,17,4,5,238,16,2,0,8,6,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8008,2,10,0,9101,4973,3720,0,9103,22,10,0,8014,670,0,0,8236,28,0,0,8275,12,0,0,8000,8200,5005,5008,5002,Kog'Maw,Flex,4.0,1,1587932091984
1587929948757,9,True,3124,3153,2055,3006,3086,1055,3363,8,4,8,3,1,2,414,0,0,0,0,0,127061,50482,72903,3675,412,17906,8776,8480,650,1484,2,6105,21424,6753,14,4,11713,4580,6481,651,11325,9900,0,1,143,13,7,0,226,13,4,0,8,1,True,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,40,0,8009,2472,500,0,9103,22,20,0,8014,550,0,0,8236,14,0,0,8275,7,0,0,8000,8200,5005,5008,5002,Kog'Maw,Flex,4.0,1,1587929948757
1587925337533,4,False,3072,3153,2421,3124,3006,3085,3363,11,5,8,6,2,2,859,2,0,0,0,0,242259,76341,158232,7686,640,39311,17988,19006,2316,4676,3,19699,26168,4682,51,25,33548,11051,21070,1426,17015,15325,1,0,231,31,23,4,533,17,7,0,20,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,40,0,8009,3806,500,0,9103,28,30,0,8014,1123,0,0,8236,48,0,0,8275,14,0,0,8000,8200,5005,5008,5002,Kog'Maw,Flex,4.0,1,1587925337533
1587921305303,4,True,3085,3153,3026,3006,3033,3124,3363,10,7,17,5,2,2,634,2,0,0,0,0,239078,29664,197534,11878,635,39857,6742,31244,1870,4396,3,15656,25731,5123,26,43,25226,5069,17568,2587,17771,17000,4,1,257,25,16,4,441,17,2,0,12,7,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,3,20,0,8009,3563,500,0,9103,23,30,0,8014,1050,0,0,8236,28,0,0,8275,11,0,0,8000,8200,5005,5008,5002,Varus,Flex,4.0,1,1587921305303
1587919477546,4,True,0,3153,1043,3006,1055,0,3363,3,1,5,3,1,1,287,0,0,0,0,0,65551,2854,60728,1968,0,6463,943,5394,126,1166,2,2612,3627,3627,7,9,6616,1960,4376,280,7699,6025,1,0,134,4,4,0,168,10,1,0,5,0,False,False,True,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,30,0,8009,1353,500,0,9103,0,0,0,8014,161,0,0,8236,4,0,0,8275,4,0,0,8000,8200,5005,5008,5002,Varus,Flex,4.0,1,1587919477546
1587751420490,4,False,1054,3078,2055,3111,1011,1031,3364,5,8,3,2,1,2,309,0,0,0,0,0,59437,0,45486,13951,0,8692,0,6394,2297,0,0,16724,4427,686,18,15,21990,8675,12148,1166,8139,7608,0,0,114,0,0,0,127,11,5,0,8,2,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,10,0,9101,66,244,0,9103,0,0,0,8014,127,0,0,8275,6,0,0,8236,14,0,0,8000,8200,5005,5008,5002,Sett,Flex,4.0,1,1587751420490
1587749229020,9,False,1055,3508,3006,1037,1038,0,3363,2,6,5,0,1,0,515,0,0,0,0,0,78045,0,72191,5854,416,6779,0,6635,144,832,2,4940,1583,673,14,5,12796,5370,7041,384,7252,7150,0,0,130,3,1,0,11,11,1,0,7,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,40,0,9101,961,669,0,9103,0,0,0,8014,96,0,0,8275,7,0,0,8236,14,0,0,8000,8200,5005,5008,5002,Xayah,Flex,4.0,1,1587749229020
1587325252435,4,False,1055,3158,3078,3042,0,0,3363,0,5,2,0,0,0,706,0,0,0,0,0,108337,18353,85853,4130,0,8613,2262,6032,318,1459,3,8514,1301,1301,22,2,14859,2823,10845,1189,8707,7933,1,0,177,4,4,0,55,13,4,0,11,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,40,0,9101,1117,1734,0,9103,0,0,0,8014,17,0,0,8226,250,941,0,8210,0,0,0,8000,8200,5005,5008,5002,Ezreal,Flex,3.0,1,1587325252435
1587321212861,9,False,3094,3140,3123,3508,3031,3006,3363,11,6,7,5,3,2,559,3,1,0,0,0,236480,3601,216286,16592,669,26322,1095,24858,368,2225,4,12918,9100,1588,20,22,19137,8817,9933,387,14864,13275,0,0,240,14,14,0,74,16,3,0,8,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,20,0,9101,3343,3667,0,9103,23,0,0,8014,698,0,0,8236,28,0,0,8275,10,0,0,8000,8200,5005,5008,5002,Xayah,Flex,3.0,1,1587321212861
1587155795828,4,False,3042,3157,0,3006,3115,3124,3363,10,12,13,3,2,2,253,1,0,0,0,0,140010,23388,115536,1085,0,24366,6895,16835,635,2178,3,13481,14053,6303,27,3,22831,6312,15333,1186,13136,13275,4,0,151,17,9,2,39,15,3,0,10,2,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1037,643,394,8009,2976,500,0,9103,24,30,0,8014,642,0,0,8275,10,0,0,8236,48,0,0,8000,8200,5005,5008,5002,Kai'Sa,Flex,3.0,1,1587155795828
1587148864781,9,True,3026,3036,3006,3508,3031,3094,3363,17,2,15,9,2,2,1500,1,0,0,0,0,335200,5319,323668,6212,1114,43435,1625,37971,3838,5976,5,17725,40449,9536,42,14,23294,10526,12447,320,20650,17925,4,0,303,16,16,0,70,18,5,0,12,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,3,40,0,9101,4540,6362,0,9103,18,10,0,8014,1147,0,0,8275,11,0,0,8236,48,0,0,8000,8200,5005,5008,5002,Xayah,Flex,3.0,1,1587148864781
1587143877201,9,True,3046,3033,3006,3508,3031,3094,3363,6,12,9,4,2,1,598,1,0,0,0,0,297593,3761,292795,1036,1042,14143,249,13678,216,5937,4,16271,25636,5108,49,9,39636,26624,11204,1807,17670,17250,1,1,293,45,24,9,53,18,6,0,18,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8008,2,0,0,9101,6174,5276,0,9103,34,20,0,8014,349,0,0,8275,12,0,0,8236,48,0,0,8000,8200,5005,5008,5002,Xayah,Flex,3.0,1,1587143877201
1586977789876,4,True,3135,3030,3157,3020,3151,1056,3363,6,10,10,2,1,1,775,0,0,0,0,0,184946,156795,18478,9673,0,25323,21423,807,3093,8232,1,25663,13938,710,33,57,28853,9181,18614,1056,15131,13250,1,0,225,20,4,8,171,18,6,0,18,5,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8214,2338,247,0,8226,250,2002,0,8234,12880,0,0,8237,801,0,0,8313,0,0,0,8347,0,0,0,8200,8300,5008,5008,5002,Morgana,Flex,3.0,1,1586977789876
1586974385991,4,False,2015,3031,2055,3006,3508,3086,3363,2,4,2,0,1,0,756,0,0,0,0,0,156802,301,150783,5717,672,15129,301,14163,663,2567,2,5576,2619,1416,32,8,17372,7996,9176,199,11031,10825,0,0,224,8,8,0,19,14,5,0,12,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,0,0,9111,44,80,0,9103,0,0,0,8014,228,0,0,8236,28,0,0,8275,6,0,0,8000,8200,5005,5008,5002,Xayah,Flex,3.0,1,1586974385991
1586971499005,4,True,3046,3094,3031,3508,3006,3033,3363,14,5,13,10,3,2,628,4,1,0,0,0,265889,4429,259196,2263,987,27164,1477,25329,358,3725,3,7571,27529,5660,26,7,21424,9558,11001,865,18281,16575,1,0,259,30,20,0,57,18,3,0,13,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,10,0,9111,1522,540,0,9103,28,30,0,8014,862,0,0,8236,28,0,0,8275,12,0,0,8000,8200,5005,5008,5002,Xayah,Flex,3.0,1,1586971499005
1586373361205,9,False,3072,2055,3085,3031,3006,3046,3363,7,7,9,2,1,2,552,0,0,0,0,0,214089,2888,204224,6976,719,28444,1732,26711,0,5261,4,15965,17328,8728,29,19,25978,6777,17817,1383,15059,15030,4,0,236,16,11,4,235,16,6,0,16,3,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1702,1054,648,8009,1772,500,0,9103,28,50,0,8014,564,0,0,8275,13,0,0,8236,28,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,2.0,1,1586373361205
1586370832163,4,True,1055,3031,0,3006,0,0,3340,2,6,4,0,1,0,175,0,0,0,0,0,52630,880,46570,5180,591,3762,420,3341,0,1100,2,3372,3963,3963,14,7,8398,4169,4047,182,6250,5225,0,0,103,5,0,5,65,9,3,0,8,1,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,438,338,100,8009,467,500,0,9103,0,0,0,8014,99,0,0,8275,5,0,0,8236,4,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,2.0,1,1586370832163
1586203784321,9,False,3026,2055,3085,3123,3006,3031,3363,8,6,7,2,1,2,381,0,0,0,0,0,152696,1482,143330,7883,661,17268,1067,16110,90,2692,3,9569,2083,1458,13,22,14620,5169,8644,806,11922,11525,0,0,208,8,8,0,209,14,3,0,7,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,202,0,0,8009,1615,500,0,9103,22,10,0,8014,388,0,0,8275,8,0,0,8236,14,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,2.0,1,1586203784321
1586199549069,9,False,3033,1038,3006,3031,3085,3046,3363,11,8,3,5,2,3,540,3,0,0,0,0,234239,3091,224932,6215,851,23817,738,22265,813,3670,2,14640,16159,1978,39,21,26496,13404,12183,908,16133,15375,1,0,231,39,33,0,411,16,7,0,17,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1458,690,768,8009,1849,500,0,9103,30,40,0,8014,603,0,0,8275,9,0,0,8236,28,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,2.0,1,1586199549069
1586196841996,9,True,3123,2055,3006,3085,3031,3508,3363,6,6,12,2,2,2,930,1,0,0,0,0,181746,3016,173980,4748,844,27879,1639,23938,2300,4902,2,10619,15681,6197,26,27,20498,4791,12622,3085,14227,12100,2,0,195,27,13,9,256,16,4,0,12,7,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,423,0,0,8009,1718,500,0,9103,26,50,0,8014,501,0,0,8275,9,0,0,8236,28,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,2.0,1,1586196841996
1585771594947,4,True,3085,3153,2055,3006,3124,1053,3363,6,8,15,3,1,2,428,0,0,0,0,0,144608,13458,113125,18024,381,20513,4682,15340,490,1809,3,12390,14077,5103,21,32,14480,7156,6207,1117,11860,11850,1,2,146,27,16,7,271,14,4,0,10,2,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,50,0,9101,4343,4943,0,9103,23,50,0,8014,495,0,0,8275,8,0,0,8236,14,0,0,8000,8200,5005,5008,5002,Varus,Flex,1.0,1,1585771594947
1585767664063,9,True,3094,3153,1038,3508,3006,3123,3363,9,4,8,7,2,1,1210,1,0,0,0,0,195411,9029,176642,9739,660,25590,1993,22968,628,5108,3,9456,20802,8363,27,6,22398,6844,12324,3229,14494,13825,2,1,219,12,9,0,93,16,1,0,11,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8005,1942,993,949,9111,1099,340,0,9103,24,50,0,8014,657,0,0,8304,11,1,5,8345,3,0,0,8000,8300,5005,5008,5002,Lucian,Flex,1.0,1,1585767664063
1585692025461,5,False,1055,3085,3508,3006,1037,0,3363,3,7,11,0,1,0,312,0,0,0,0,0,98999,2469,94993,1537,396,11772,847,10898,27,1942,2,9011,3380,1496,11,13,14463,3145,11052,266,8636,8500,0,0,136,8,6,0,212,12,1,0,8,1,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,888,481,407,8009,1087,500,0,9103,25,0,0,8014,321,0,0,8233,17,30,0,8275,7,0,0,8000,8200,5005,5008,5002,Aphelios,Flex,1.0,1,1585692025461
1585689486193,10,True,1055,3371,2015,1018,3006,3508,3363,5,5,2,3,2,2,541,1,0,0,0,0,161368,2897,156926,1544,981,9099,612,8356,130,2427,3,11211,23994,12216,24,5,17407,7383,9907,116,12236,10075,4,1,185,22,10,5,104,14,3,0,9,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,413,246,167,9101,2563,3086,0,9103,0,0,0,8014,240,0,0,8233,16,30,0,8275,8,0,0,8000,8200,5005,5008,5002,Miss Fortune,Flex,1.0,1,1585689486193
1585686822564,10,True,3384,3153,2421,3158,3042,1038,3363,8,6,12,4,2,3,643,1,0,0,0,0,204568,21340,179912,3316,0,31379,8152,22713,514,3131,3,12884,12094,3986,22,4,23777,4813,17523,1440,14510,13008,0,1,213,31,17,12,93,17,3,0,13,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,20,0,8009,6357,500,0,9104,17,20,0,8014,731,0,0,8210,12,0,0,8226,250,1216,0,8000,8200,5005,5008,5002,Ezreal,Flex,1.0,1,1585686822564
1585600253906,4,True,3508,1038,1018,1055,3006,0,3363,7,0,1,7,1,1,0,0,0,0,0,0,62521,1110,57699,3712,592,6103,470,5504,128,598,3,2429,4821,4821,15,4,2646,190,2276,180,8456,7150,2,0,116,4,4,0,74,10,2,0,7,1,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,542,340,201,9101,840,1060,0,9103,0,0,0,8014,171,0,0,8236,4,0,0,8275,4,0,0,8000,8200,5005,5008,5002,Miss Fortune,Flex,1.0,1,1585600253906
