,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1586199549069,8,"{'10-20': 1.4, '0-10': 1.4, '30-end': 0.4, '20-30': 0.2}","{'10-20': 266.5, '0-10': 300.4, '30-end': 466.4, '20-30': 216.39999999999998}","{'10-20': 284.79999999999995, '0-10': 155.2, '30-end': 329.6, '20-30': 157.10000000000002}","{'10-20': -1.4999999999999998, '0-10': 1.7500000000000002, '30-end': -2, '20-30': 0.050000000000000044}","{'10-20': -41.349999999999966, '0-10': 25.900000000000034, '30-end': -192.89999999999992, '20-30': -65.30000000000004}","{'10-20': 686, '0-10': 239.10000000000002, '30-end': 1329.8, '20-30': 1126.9}","{'10-20': 299.95, '0-10': 180.05000000000004, '30-end': 749.4999999999998, '20-30': 560.75}",DUO_SUPPORT,BOTTOM,Taric,Flex,1,1.4,1.4,0.2,0.4,300.4,266.5,216.39999999999998,466.4,155.2,284.79999999999995,157.10000000000002,329.6,239.10000000000002,686,1126.9,1329.8,1.7500000000000002,-1.4999999999999998,0.050000000000000044,-2,25.900000000000034,-41.349999999999966,-65.30000000000004,-192.89999999999992,180.05000000000004,299.95,560.75,749.4999999999998,1586199549069,2.0
1585692025461,3,"{'10-20': 6.5, '0-10': 5.8}","{'10-20': 561.8, '0-10': 410.6}","{'10-20': 349.4, '0-10': 208}",,,"{'10-20': 762.9000000000001, '0-10': 317.3}",,SOLO,MIDDLE,Ornn,Flex,1,5.8,6.5,,,410.6,561.8,,,208,349.4,,,317.3,762.9000000000001,,,,,,,,,,,,,,,1585692025461,1.0
1585689486193,8,"{'10-20': 5, '0-10': 6.800000000000001}","{'10-20': 527.2, '0-10': 486.29999999999995}","{'10-20': 427.5, '0-10': 280.3}",,,"{'10-20': 922.5, '0-10': 314.9}",,SOLO,TOP,Ornn,Flex,1,6.800000000000001,5,,,486.29999999999995,527.2,,,280.3,427.5,,,314.9,922.5,,,,,,,,,,,,,,,1585689486193,1.0
1585686822564,8,"{'10-20': 7.5, '0-10': 7, '30-end': 5, '20-30': 3.2}","{'10-20': 546.7, '0-10': 458.8, '30-end': 643.4, '20-30': 485.2}","{'10-20': 437.1, '0-10': 252.89999999999998, '30-end': 362.6, '20-30': 340}","{'10-20': 0.30000000000000027, '0-10': 0.40000000000000036, '30-end': -2.2, '20-30': -3.1}","{'10-20': -36.29999999999998, '0-10': 38.80000000000001, '30-end': -98.80000000000007, '20-30': 0.9999999999999716}","{'10-20': 703, '0-10': 419.8, '30-end': 363, '20-30': 919.6}","{'10-20': -113.30000000000001, '0-10': 16.80000000000001, '30-end': -349, '20-30': -408.29999999999995}",SOLO,TOP,Ornn,Flex,1,7,7.5,3.2,5,458.8,546.7,485.2,643.4,252.89999999999998,437.1,340,362.6,419.8,703,919.6,363,0.40000000000000036,0.30000000000000027,-3.1,-2.2,38.80000000000001,-36.29999999999998,0.9999999999999716,-98.80000000000007,16.80000000000001,-113.30000000000001,-408.29999999999995,-349,1585686822564,1.0
