,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1587929948757,7,"{'10-20': 6.4, '0-10': 5.7}","{'10-20': 546.8, '0-10': 392.70000000000005}","{'10-20': 426.70000000000005, '0-10': 230}","{'10-20': 0.19999999999999973, '0-10': -1.4000000000000001}","{'10-20': 75.20000000000002, '0-10': -98.4}","{'10-20': 536.4000000000001, '0-10': 316.6}","{'10-20': 214.90000000000003, '0-10': -60.500000000000014}",SOLO,MIDDLE,Syndra,Flex,1,5.7,6.4,,,392.70000000000005,546.8,,,230,426.70000000000005,,,316.6,536.4000000000001,,,-1.4000000000000001,0.19999999999999973,,,-98.4,75.20000000000002,,,-60.500000000000014,214.90000000000003,,,1587929948757,4.0
1587925337533,2,"{'10-20': 6.4, '0-10': 7, '30-end': 3.5, '20-30': 4.3}","{'10-20': 438.4, '0-10': 562.5999999999999, '30-end': 424.6, '20-30': 512.9}","{'10-20': 347.9, '0-10': 368.2, '30-end': 386.5, '20-30': 483.4}",,,"{'10-20': 875.1, '0-10': 429.1, '30-end': 1484.9, '20-30': 1432.6}",,DUO_CARRY,MIDDLE,Diana,Flex,1,7,6.4,4.3,3.5,562.5999999999999,438.4,512.9,424.6,368.2,347.9,483.4,386.5,429.1,875.1,1432.6,1484.9,,,,,,,,,,,,,1587925337533,4.0
1587921305303,2,"{'10-20': 4.7, '0-10': 6.6, '30-end': 4.8, '20-30': 7.9}","{'10-20': 359.6, '0-10': 403.79999999999995, '30-end': 601.2, '20-30': 680.5999999999999}","{'10-20': 313.8, '0-10': 281.8, '30-end': 463, '20-30': 495.8}",,,"{'10-20': 958.2, '0-10': 530.1, '30-end': 1184.4, '20-30': 721.4000000000001}",,DUO_CARRY,MIDDLE,Diana,Flex,1,6.6,4.7,7.9,4.8,403.79999999999995,359.6,680.5999999999999,601.2,281.8,313.8,495.8,463,530.1,958.2,721.4000000000001,1184.4,,,,,,,,,,,,,1587921305303,4.0
1587919477546,2,{'0-10': 6.6},{'0-10': 456.1},{'0-10': 310},{'0-10': -0.28000000000000047},{'0-10': -12.679999999999893},{'0-10': 507.2},{'0-10': 59.94},DUO_SUPPORT,NONE,Diana,Flex,1,6.6,,,,456.1,,,,310,,,,507.2,,,,-0.28000000000000047,,,,-12.679999999999893,,,,59.94,,,,1587919477546,4.0
1587751420490,2,"{'10-20': 6.4, '0-10': 5.5}","{'10-20': 411, '0-10': 347.29999999999995}","{'10-20': 406.70000000000005, '0-10': 212.4}",,,"{'10-20': 815.8, '0-10': 510.8}",,DUO,MIDDLE,Syndra,Flex,1,5.5,6.4,,,347.29999999999995,411,,,212.4,406.70000000000005,,,510.8,815.8,,,,,,,,,,,,,,,1587751420490,4.0
1587749229020,7,"{'10-20': 6.300000000000001, '0-10': 5.800000000000001}","{'10-20': 426, '0-10': 455.5}","{'10-20': 390.2, '0-10': 360.79999999999995}",,,"{'10-20': 874.0999999999999, '0-10': 343.29999999999995}",,SOLO,MIDDLE,Syndra,Flex,1,5.800000000000001,6.300000000000001,,,455.5,426,,,360.79999999999995,390.2,,,343.29999999999995,874.0999999999999,,,,,,,,,,,,,,,1587749229020,4.0
1587325252435,2,"{'10-20': 7.5, '0-10': 5.7}","{'10-20': 449, '0-10': 390.9}","{'10-20': 379, '0-10': 257.5}",,,"{'10-20': 309.4, '0-10': 176.3}",,DUO_CARRY,MIDDLE,Syndra,Flex,1,5.7,7.5,,,390.9,449,,,257.5,379,,,176.3,309.4,,,,,,,,,,,,,,,1587325252435,3.0
1587321212861,7,"{'10-20': 5.6, '0-10': 6.2, '20-30': 4.5}","{'10-20': 468, '0-10': 384.6, '20-30': 391.8}","{'10-20': 359.6, '0-10': 277.6, '20-30': 340.9}",,,"{'10-20': 639.9, '0-10': 298, '20-30': 709.3}",,DUO_SUPPORT,TOP,Syndra,Flex,1,6.2,5.6,4.5,,384.6,468,391.8,,277.6,359.6,340.9,,298,639.9,709.3,,,,,,,,,,,,,,1587321212861,3.0
1587155795828,2,"{'10-20': 6.9, '0-10': 6.9, '30-end': 9, '20-30': 4.9}","{'10-20': 477.4, '0-10': 513, '30-end': 470.8, '20-30': 547.9}","{'10-20': 482.3, '0-10': 356.1, '30-end': 367, '20-30': 581.5}",,,"{'10-20': 799.7, '0-10': 464.1, '30-end': 1308.2, '20-30': 1140.1}",,DUO_CARRY,MIDDLE,Diana,Flex,1,6.9,6.9,4.9,9,513,477.4,547.9,470.8,356.1,482.3,581.5,367,464.1,799.7,1140.1,1308.2,,,,,,,,,,,,,1587155795828,3.0
1587148864781,7,"{'10-20': 7.8, '0-10': 3.9, '30-end': 3.6, '20-30': 5.9}","{'10-20': 560.6, '0-10': 278.8, '30-end': 659.9, '20-30': 598.9}","{'10-20': 377.8, '0-10': 245.8, '30-end': 510.1, '20-30': 389.3}",,,"{'10-20': 276.79999999999995, '0-10': 483.9, '30-end': 549.8, '20-30': 794.2}",,SOLO,BOTTOM,Syndra,Flex,1,3.9,7.8,5.9,3.6,278.8,560.6,598.9,659.9,245.8,377.8,389.3,510.1,483.9,276.79999999999995,794.2,549.8,,,,,,,,,,,,,1587148864781,3.0
1587143877201,7,"{'10-20': 6.3, '0-10': 5.9, '30-end': 2.266666666666667, '20-30': 3.1}","{'10-20': 541.6, '0-10': 406, '30-end': 481.9333333333334, '20-30': 481.5}","{'10-20': 533.6, '0-10': 443.7, '30-end': 404.5333333333333, '20-30': 478.4}","{'10-20': 2.220446049250313e-16, '0-10': 2.6000000000000005, '30-end': -2.1999999999999997, '20-30': 0.19999999999999996}","{'10-20': 14.400000000000034, '0-10': 47.099999999999994, '30-end': 28.133333333333365, '20-30': 12.5}","{'10-20': 660.1, '0-10': 530.3, '30-end': 1040.8, '20-30': 1319}","{'10-20': -154.99999999999994, '0-10': -137.20000000000002, '30-end': -293.7333333333334, '20-30': 126.79999999999995}",SOLO,MIDDLE,Syndra,Flex,1,5.9,6.3,3.1,2.266666666666667,406,541.6,481.5,481.9333333333334,443.7,533.6,478.4,404.5333333333333,530.3,660.1,1319,1040.8,2.6000000000000005,2.220446049250313e-16,0.19999999999999996,-2.1999999999999997,47.099999999999994,14.400000000000034,12.5,28.133333333333365,-137.20000000000002,-154.99999999999994,126.79999999999995,-293.7333333333334,1587143877201,3.0
1586977789876,2,"{'10-20': 7.1, '0-10': 6.9, '30-end': 3.2, '20-30': 6.4}","{'10-20': 498.09999999999997, '0-10': 450.20000000000005, '30-end': 518.6, '20-30': 441}","{'10-20': 486.5, '0-10': 264.9, '30-end': 493.8, '20-30': 397.5}",,,"{'10-20': 560.7, '0-10': 162.10000000000002, '30-end': 659, '20-30': 442.6}",,DUO,TOP,Syndra,Flex,1,6.9,7.1,6.4,3.2,450.20000000000005,498.09999999999997,441,518.6,264.9,486.5,397.5,493.8,162.10000000000002,560.7,442.6,659,,,,,,,,,,,,,1586977789876,3.0
1586974385991,2,"{'10-20': 6, '0-10': 6.1, '20-30': 4.9}","{'10-20': 505.9, '0-10': 401.29999999999995, '20-30': 355.3}","{'10-20': 477.70000000000005, '0-10': 418.9, '20-30': 300.2}","{'10-20': -5.4, '0-10': -2.7, '20-30': -3.1}","{'10-20': -145.89999999999998, '0-10': -158.50000000000003, '20-30': -214.15}","{'10-20': 520.3, '0-10': 410.6, '20-30': 793.4000000000001}","{'10-20': -84.25, '0-10': -191.65, '20-30': -109.35000000000002}",DUO_CARRY,MIDDLE,Syndra,Flex,1,6.1,6,4.9,,401.29999999999995,505.9,355.3,,418.9,477.70000000000005,300.2,,410.6,520.3,793.4000000000001,,-2.7,-5.4,-3.1,,-158.50000000000003,-145.89999999999998,-214.15,,-191.65,-84.25,-109.35000000000002,,1586974385991,3.0
1586971499005,2,"{'10-20': 6.8999999999999995, '0-10': 4.4, '30-end': 1.6, '20-30': 3.2}","{'10-20': 481.20000000000005, '0-10': 324.9, '30-end': 439.4, '20-30': 419.7}","{'10-20': 383.8, '0-10': 223.5, '30-end': 224.4, '20-30': 273.1}","{'10-20': 0.1999999999999993, '0-10': -1.9999999999999998, '30-end': -6.199999999999999, '20-30': 0.30000000000000004}","{'10-20': 38.00000000000003, '0-10': -151.2, '30-end': 23, '20-30': 38.30000000000001}","{'10-20': 712.0999999999999, '0-10': 346.6, '30-end': 1022.2, '20-30': 739.8}","{'10-20': -149.7, '0-10': 48.400000000000006, '30-end': 94.40000000000009, '20-30': -114.29999999999998}",SOLO,MIDDLE,Syndra,Flex,1,4.4,6.8999999999999995,3.2,1.6,324.9,481.20000000000005,419.7,439.4,223.5,383.8,273.1,224.4,346.6,712.0999999999999,739.8,1022.2,-1.9999999999999998,0.1999999999999993,0.30000000000000004,-6.199999999999999,-151.2,38.00000000000003,38.30000000000001,23,48.400000000000006,-149.7,-114.29999999999998,94.40000000000009,1586971499005,3.0
1586373361205,7,"{'10-20': 2.7, '0-10': 5.9, '30-end': 3, '20-30': 2.2}","{'10-20': 395.7, '0-10': 465.2, '30-end': 327.2, '20-30': 416.8}","{'10-20': 415.6, '0-10': 346.7, '30-end': 358, '20-30': 340.1}",,,"{'10-20': 859.0999999999999, '0-10': 340.29999999999995, '30-end': 1286, '20-30': 874}",,SOLO,MIDDLE,Qiyana,Flex,1,5.9,2.7,2.2,3,465.2,395.7,416.8,327.2,346.7,415.6,340.1,358,340.29999999999995,859.0999999999999,874,1286,,,,,,,,,,,,,1586373361205,2.0
1586370832163,2,{'0-10': 7},{'0-10': 420.6},{'0-10': 300.6},{'0-10': 0.16000000000000103},{'0-10': 7.999999999999972},{'0-10': 299.20000000000005},{'0-10': 27.760000000000076},DUO_SUPPORT,NONE,Syndra,Flex,1,7,,,,420.6,,,,300.6,,,,299.20000000000005,,,,0.16000000000000103,,,,7.999999999999972,,,,27.760000000000076,,,,1586370832163,2.0
