,participantId,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas,damageTakenPerMinDeltas,damageTakenDiffPerMinDeltas,role,lane,championId,queueId,counter,creepsPerMinDeltas@0-10,creepsPerMinDeltas@10-20,creepsPerMinDeltas@20-30,creepsPerMinDeltas@30-end,xpPerMinDeltas@0-10,xpPerMinDeltas@10-20,xpPerMinDeltas@20-30,xpPerMinDeltas@30-end,goldPerMinDeltas@0-10,goldPerMinDeltas@10-20,goldPerMinDeltas@20-30,goldPerMinDeltas@30-end,damageTakenPerMinDeltas@0-10,damageTakenPerMinDeltas@10-20,damageTakenPerMinDeltas@20-30,damageTakenPerMinDeltas@30-end,csDiffPerMinDeltas@0-10,csDiffPerMinDeltas@10-20,csDiffPerMinDeltas@20-30,csDiffPerMinDeltas@30-end,xpDiffPerMinDeltas@0-10,xpDiffPerMinDeltas@10-20,xpDiffPerMinDeltas@20-30,xpDiffPerMinDeltas@30-end,damageTakenDiffPerMinDeltas@0-10,damageTakenDiffPerMinDeltas@10-20,damageTakenDiffPerMinDeltas@20-30,damageTakenDiffPerMinDeltas@30-end,gameCreation,week
1587921305303,1,"{'10-20': 0.9, '0-10': 0.5, '30-end': 1, '20-30': 4.699999999999999}","{'10-20': 336.1, '0-10': 285, '30-end': 612.8, '20-30': 627.1}","{'10-20': 322.20000000000005, '0-10': 233.1, '30-end': 520.6, '20-30': 469.2}","{'10-20': 0.5, '0-10': 0.3, '30-end': 0.6, '20-30': 1.2999999999999998}","{'10-20': -86.30000000000001, '0-10': -108.80000000000001, '30-end': 395.99999999999994, '20-30': 74.30000000000001}","{'10-20': 814.2, '0-10': 709.2, '30-end': 1513, '20-30': 1410.9}","{'10-20': -265, '0-10': -110.60000000000008, '30-end': -1125.4, '20-30': -238.5}",NONE,JUNGLE,Ekko,Flex,1,0.5,0.9,4.699999999999999,1,285,336.1,627.1,612.8,233.1,322.20000000000005,469.2,520.6,709.2,814.2,1410.9,1513,0.3,0.5,1.2999999999999998,0.6,-108.80000000000001,-86.30000000000001,74.30000000000001,395.99999999999994,-110.60000000000008,-265,-238.5,-1125.4,1587921305303,4.0
1587919477546,1,{'0-10': 0.4},{'0-10': 332.4},{'0-10': 259.6},{'0-10': -0.28000000000000047},{'0-10': -12.679999999999893},{'0-10': 638.5},{'0-10': 59.94},DUO_SUPPORT,NONE,Ekko,Flex,1,0.4,,,,332.4,,,,259.6,,,,638.5,,,,-0.28000000000000047,,,,-12.679999999999893,,,,59.94,,,,1587919477546,4.0
1587751420490,1,"{'10-20': 1.3, '0-10': 0.6000000000000001}","{'10-20': 251.70000000000002, '0-10': 388}","{'10-20': 323.1, '0-10': 327.2}",,,"{'10-20': 1151.4, '0-10': 775.8}",,NONE,JUNGLE,Olaf,Flex,1,0.6000000000000001,1.3,,,388,251.70000000000002,,,327.2,323.1,,,775.8,1151.4,,,,,,,,,,,,,,,1587751420490,4.0
1587749229020,6,"{'10-20': 1.3, '0-10': 0.7}","{'10-20': 395, '0-10': 277.20000000000005}","{'10-20': 392.6, '0-10': 234.60000000000002}","{'10-20': 0.6, '0-10': 0.19999999999999998}","{'10-20': -41.099999999999966, '0-10': 2.900000000000034}","{'10-20': 1118.3, '0-10': 534.4}","{'10-20': 521.8999999999999, '0-10': -69}",NONE,JUNGLE,Pantheon,Flex,1,0.7,1.3,,,277.20000000000005,395,,,234.60000000000002,392.6,,,534.4,1118.3,,,0.19999999999999998,0.6,,,2.900000000000034,-41.099999999999966,,,-69,521.8999999999999,,,1587749229020,4.0
1587325252435,1,"{'10-20': 0.6, '0-10': 0}","{'10-20': 372.4, '0-10': 221.7}","{'10-20': 263.3, '0-10': 205.5}","{'10-20': -1.5, '0-10': -0.8999999999999999}","{'10-20': 15.800000000000011, '0-10': -100.59999999999998}","{'10-20': 784.5, '0-10': 634.1}","{'10-20': -200.50000000000006, '0-10': 125.9}",NONE,JUNGLE,Jarvan IV,Flex,1,0,0.6,,,221.7,372.4,,,205.5,263.3,,,634.1,784.5,,,-0.8999999999999999,-1.5,,,-100.59999999999998,15.800000000000011,,,125.9,-200.50000000000006,,,1587325252435,3.0
1587321212861,6,"{'10-20': 0.6, '0-10': 0.4, '20-30': 1.8}","{'10-20': 376.6, '0-10': 256.7, '20-30': 361}","{'10-20': 343.8, '0-10': 290.70000000000005, '20-30': 230.5}","{'10-20': -2.5, '0-10': -0.7000000000000001, '20-30': 0.4}","{'10-20': -14.900000000000006, '0-10': -129.90000000000003, '20-30': -107.20000000000002}","{'10-20': 735.9, '0-10': 630.6, '20-30': 723.3}","{'10-20': -20.000000000000057, '0-10': -156.8, '20-30': -840.3}",NONE,JUNGLE,Elise,Flex,1,0.4,0.6,1.8,,256.7,376.6,361,,290.70000000000005,343.8,230.5,,630.6,735.9,723.3,,-0.7000000000000001,-2.5,0.4,,-129.90000000000003,-14.900000000000006,-107.20000000000002,,-156.8,-20.000000000000057,-840.3,,1587321212861,3.0
1587155795828,1,"{'10-20': 0.8999999999999999, '0-10': 0, '30-end': 1.8, '20-30': 1.5}","{'10-20': 398.4, '0-10': 291.3, '30-end': 319.8, '20-30': 490.5}","{'10-20': 439.3, '0-10': 241.8, '30-end': 225.2, '20-30': 405}","{'10-20': -0.7000000000000001, '0-10': -2.2, '30-end': 0.8, '20-30': -0.10000000000000003}","{'10-20': -74.09999999999997, '0-10': -36.499999999999986, '30-end': -347.2, '20-30': -34.400000000000034}","{'10-20': 885.8, '0-10': 660.6, '30-end': 1085.6, '20-30': 1004.4}","{'10-20': -486.70000000000005, '0-10': 32.30000000000001, '30-end': -680, '20-30': -848.1000000000001}",NONE,JUNGLE,Jarvan IV,Flex,1,0,0.8999999999999999,1.5,1.8,291.3,398.4,490.5,319.8,241.8,439.3,405,225.2,660.6,885.8,1004.4,1085.6,-2.2,-0.7000000000000001,-0.10000000000000003,0.8,-36.499999999999986,-74.09999999999997,-34.400000000000034,-347.2,32.30000000000001,-486.70000000000005,-848.1000000000001,-680,1587155795828,3.0
1587148864781,6,"{'10-20': 0.6, '0-10': 0, '30-end': 0.6, '20-30': 0.4}","{'10-20': 432.4, '0-10': 302.6, '30-end': 454.7, '20-30': 360.4}","{'10-20': 493.4, '0-10': 264.6, '30-end': 244.60000000000002, '20-30': 293.9}","{'10-20': -0.3, '0-10': 0, '30-end': -1.2000000000000002, '20-30': -1.4000000000000001}","{'10-20': 16.700000000000017, '0-10': 25.799999999999983, '30-end': -6.400000000000006, '20-30': -78.99999999999997}","{'10-20': 806.8, '0-10': 514.6, '30-end': 1432.6999999999998, '20-30': 845.9}","{'10-20': -556.3, '0-10': -368.5, '30-end': -895.2, '20-30': -977.4000000000001}",NONE,JUNGLE,Elise,Flex,1,0,0.6,0.4,0.6,302.6,432.4,360.4,454.7,264.6,493.4,293.9,244.60000000000002,514.6,806.8,845.9,1432.6999999999998,0,-0.3,-1.4000000000000001,-1.2000000000000002,25.799999999999983,16.700000000000017,-78.99999999999997,-6.400000000000006,-368.5,-556.3,-977.4000000000001,-895.2,1587148864781,3.0
1587143877201,6,"{'10-20': 1.3, '0-10': 0.7, '30-end': 0.7333333333333334, '20-30': 0.5}","{'10-20': 394.1, '0-10': 354.79999999999995, '30-end': 587.1999999999999, '20-30': 448.9}","{'10-20': 363.9, '0-10': 452.4, '30-end': 326.2, '20-30': 313.8}","{'10-20': 0.09999999999999998, '0-10': 0.6, '30-end': 0.19999999999999998, '20-30': -0.1}","{'10-20': 6.899999999999977, '0-10': 62.99999999999997, '30-end': 80, '20-30': -88.80000000000001}","{'10-20': 728.9, '0-10': 523, '30-end': 1868.5333333333335, '20-30': 1638.9}","{'10-20': -195.70000000000005, '0-10': -197.29999999999998, '30-end': 818.7999999999998, '20-30': 484.60000000000014}",NONE,JUNGLE,Olaf,Flex,1,0.7,1.3,0.5,0.7333333333333334,354.79999999999995,394.1,448.9,587.1999999999999,452.4,363.9,313.8,326.2,523,728.9,1638.9,1868.5333333333335,0.6,0.09999999999999998,-0.1,0.19999999999999998,62.99999999999997,6.899999999999977,-88.80000000000001,80,-197.29999999999998,-195.70000000000005,484.60000000000014,818.7999999999998,1587143877201,3.0
1586977789876,1,"{'10-20': 1.9, '0-10': 0.2, '30-end': 3.8, '20-30': 0.4}","{'10-20': 498.6, '0-10': 296, '30-end': 752.4, '20-30': 471.90000000000003}","{'10-20': 435.5, '0-10': 251.8, '30-end': 565, '20-30': 372.70000000000005}","{'10-20': 0.19999999999999996, '0-10': -0.1, '30-end': 3.1999999999999997, '20-30': 0.2}","{'10-20': 93.60000000000002, '0-10': 47.89999999999999, '30-end': 476.4, '20-30': 189.20000000000005}","{'10-20': 679.9, '0-10': 570.3, '30-end': 870.4, '20-30': 907.7}","{'10-20': -162, '0-10': 29.19999999999999, '30-end': -511.80000000000007, '20-30': -181.79999999999995}",NONE,JUNGLE,Jarvan IV,Flex,1,0.2,1.9,0.4,3.8,296,498.6,471.90000000000003,752.4,251.8,435.5,372.70000000000005,565,570.3,679.9,907.7,870.4,-0.1,0.19999999999999996,0.2,3.1999999999999997,47.89999999999999,93.60000000000002,189.20000000000005,476.4,29.19999999999999,-162,-181.79999999999995,-511.80000000000007,1586977789876,3.0
1586974385991,1,"{'10-20': 0.8, '0-10': 0.1, '20-30': 0.2}","{'10-20': 382, '0-10': 274.2, '20-30': 275.4}","{'10-20': 296.7, '0-10': 227.8, '20-30': 245.8}","{'10-20': 0.5, '0-10': -0.7, '20-30': -1.9000000000000001}","{'10-20': -3.4000000000000057, '0-10': -8.900000000000006, '20-30': -250.09999999999997}","{'10-20': 691.7, '0-10': 758.4000000000001, '20-30': 1148.8}","{'10-20': -181.3, '0-10': 63.10000000000005, '20-30': -100.60000000000002}",NONE,JUNGLE,Olaf,Flex,1,0.1,0.8,0.2,,274.2,382,275.4,,227.8,296.7,245.8,,758.4000000000001,691.7,1148.8,,-0.7,0.5,-1.9000000000000001,,-8.900000000000006,-3.4000000000000057,-250.09999999999997,,63.10000000000005,-181.3,-100.60000000000002,,1586974385991,3.0
