,win,kills,deaths,assists,totalDamageDealt,totalDamageTaken,goldEarned,visionScore
0,0.0,4.0,5.0,9.0,85120.0,20031.0,7971.0,16.0
1,1.0,4.0,3.0,11.0,99788.0,22547.0,11470.0,26.0
2,1.0,3.0,3.0,13.0,169527.0,22496.0,12890.0,33.0
